港口,货物,年份,月份,吞吐量
铜陵港,砂石,2020,4,1857
铜陵港,砂石,2020,5,3434
铜陵港,砂石,2020,6,581
铜陵港,砂石,2020,7,2705
铜陵港,砂石,2020,8,1877
铜陵港,砂石,2020,9,2822
铜陵港,砂石,2020,10,2729
铜陵港,砂石,2020,11,1935
铜陵港,砂石,2020,12,1776
铜陵港,砂石,2021,1,1443
铜陵港,砂石,2021,2,3024
铜陵港,砂石,2021,3,1795
铜陵港,砂石,2021,4,2216
铜陵港,砂石,2021,5,3162
铜陵港,砂石,2021,6,2904
铜陵港,砂石,2021,7,1748
铜陵港,砂石,2021,8,2691
铜陵港,砂石,2021,9,1600
铜陵港,砂石,2021,10,3536
铜陵港,砂石,2021,11,3649
铜陵港,砂石,2021,12,1872
铜陵港,砂石,2022,1,1346
铜陵港,砂石,2022,2,2258
铜陵港,砂石,2022,3,2961
铜陵港,砂石,2022,4,1932
铜陵港,砂石,2022,5,2995
铜陵港,砂石,2022,6,2671
铜陵港,砂石,2022,7,2116
铜陵港,砂石,2022,8,2857
铜陵港,砂石,2022,9,2584
铜陵港,砂石,2022,10,2980
铜陵港,砂石,2022,11,3523
铜陵港,砂石,2022,12,606
铜陵港,稻谷,2020,1,3046
铜陵港,稻谷,2020,2,2299
铜陵港,稻谷,2020,3,2020
铜陵港,稻谷,2020,4,2771
铜陵港,稻谷,2020,5,1886
铜陵港,稻谷,2020,6,168
铜陵港,稻谷,2020,7,2161
铜陵港,稻谷,2020,8,1014
铜陵港,稻谷,2020,9,814
铜陵港,稻谷,2020,10,2774
铜陵港,稻谷,2020,11,1446
铜陵港,稻谷,2020,12,2292
铜陵港,稻谷,2021,1,2568
铜陵港,稻谷,2021,2,1669
铜陵港,稻谷,2021,3,851
铜陵港,稻谷,2021,4,2113
铜陵港,稻谷,2021,5,804
铜陵港,稻谷,2021,6,2645
铜陵港,稻谷,2021,7,1783
铜陵港,稻谷,2021,8,1142
铜陵港,稻谷,2021,9,2564
铜陵港,稻谷,2021,10,2521
铜陵港,稻谷,2021,11,3105
铜陵港,稻谷,2021,12,2588
铜陵港,稻谷,2022,1,1904
铜陵港,稻谷,2022,2,2318
铜陵港,稻谷,2022,3,1106
铜陵港,稻谷,2022,4,638
铜陵港,稻谷,2022,5,1317
铜陵港,稻谷,2022,6,3497
铜陵港,稻谷,2022,7,3716
铜陵港,稻谷,2022,8,1757
铜陵港,稻谷,2022,9,2406
铜陵港,稻谷,2022,10,2939
铜陵港,稻谷,2022,11,1646
铜陵港,稻谷,2022,12,2384
铜陵港,茶叶,2020,1,2497
铜陵港,茶叶,2020,2,1783
铜陵港,茶叶,2020,3,2518
铜陵港,茶叶,2020,4,3528
铜陵港,茶叶,2020,5,1844
铜陵港,茶叶,2020,6,3511
铜陵港,茶叶,2020,7,3671
铜陵港,茶叶,2020,8,1740
铜陵港,茶叶,2020,9,1792
铜陵港,茶叶,2020,10,1340
铜陵港,茶叶,2020,11,1858
铜陵港,茶叶,2020,12,2795
铜陵港,茶叶,2021,1,1223
铜陵港,茶叶,2021,2,1578
铜陵港,茶叶,2021,3,1557
铜陵港,茶叶,2021,4,1022
铜陵港,茶叶,2021,5,3360
铜陵港,茶叶,2021,6,3553
铜陵港,茶叶,2021,7,991
铜陵港,茶叶,2021,8,3223
铜陵港,茶叶,2021,9,2263
铜陵港,茶叶,2021,10,2175
铜陵港,茶叶,2021,11,3569
铜陵港,茶叶,2021,12,2900
铜陵港,茶叶,2022,1,2235
铜陵港,茶叶,2022,2,2464
铜陵港,茶叶,2022,3,2270
铜陵港,茶叶,2022,4,2294
铜陵港,茶叶,2022,5,1704
铜陵港,茶叶,2022,6,820
铜陵港,茶叶,2022,7,4633
铜陵港,茶叶,2022,8,3375
铜陵港,茶叶,2022,9,2450
铜陵港,茶叶,2022,10,3164
铜陵港,茶叶,2022,11,1235
铜陵港,茶叶,2022,12,3089
铜陵港,钢材,2020,1,1951
铜陵港,钢材,2020,2,1709
铜陵港,钢材,2020,3,2956
铜陵港,钢材,2020,4,2774
铜陵港,钢材,2020,5,3235
铜陵港,钢材,2020,6,2270
铜陵港,钢材,2020,7,2901
铜陵港,钢材,2020,8,3515
铜陵港,钢材,2020,9,1827
铜陵港,钢材,2020,10,2246
铜陵港,钢材,2020,11,960
铜陵港,钢材,2020,12,2185
铜陵港,钢材,2021,1,2090
铜陵港,钢材,2021,2,2039
铜陵港,钢材,2021,3,3465
铜陵港,钢材,2021,4,2083
铜陵港,钢材,2021,5,710
铜陵港,钢材,2021,6,2263
铜陵港,钢材,2021,7,3025
铜陵港,钢材,2021,8,1060
铜陵港,钢材,2021,9,2166
铜陵港,钢材,2021,10,3021
铜陵港,钢材,2021,11,2629
铜陵港,钢材,2021,12,1052
铜陵港,钢材,2022,1,1785
铜陵港,钢材,2022,2,1323
铜陵港,钢材,2022,3,1691
铜陵港,钢材,2022,4,1673
铜陵港,钢材,2022,5,2847
铜陵港,钢材,2022,6,2352
铜陵港,钢材,2022,7,2027
铜陵港,钢材,2022,8,3162
铜陵港,钢材,2022,9,1894
铜陵港,钢材,2022,10,1934
铜陵港,钢材,2022,11,2909
铜陵港,钢材,2022,12,3396
铜陵港,铁矿石,2020,1,1145
铜陵港,铁矿石,2020,2,1671
铜陵港,铁矿石,2020,3,1323
铜陵港,铁矿石,2020,4,2797
铜陵港,铁矿石,2020,5,2519
铜陵港,铁矿石,2020,6,2075
铜陵港,铁矿石,2020,7,1298
铜陵港,铁矿石,2020,8,1840
铜陵港,铁矿石,2020,9,4306
铜陵港,铁矿石,2020,10,2367
铜陵港,铁矿石,2020,11,2293
铜陵港,铁矿石,2020,12,3889
铜陵港,铁矿石,2021,1,2972
铜陵港,铁矿石,2021,2,2346
铜陵港,铁矿石,2021,3,2995
铜陵港,铁矿石,2021,4,2118
铜陵港,铁矿石,2021,5,1279
铜陵港,铁矿石,2021,6,3193
铜陵港,铁矿石,2021,7,768
铜陵港,铁矿石,2021,8,2205
铜陵港,铁矿石,2021,9,1513
铜陵港,铁矿石,2021,10,971
铜陵港,铁矿石,2021,11,1673
铜陵港,铁矿石,2021,12,3152
铜陵港,铁矿石,2022,1,1940
铜陵港,铁矿石,2022,2,2575
铜陵港,铁矿石,2022,3,1743
铜陵港,铁矿石,2022,4,3071
铜陵港,铁矿石,2022,5,2093
铜陵港,铁矿石,2022,6,2623
铜陵港,铁矿石,2022,7,2717
铜陵港,铁矿石,2022,8,4856
铜陵港,铁矿石,2022,9,2140
铜陵港,铁矿石,2022,10,1673
铜陵港,铁矿石,2022,11,812
铜陵港,铁矿石,2022,12,3348
铜陵港,铜,2020,1,4067
铜陵港,铜,2020,2,1930
铜陵港,铜,2020,3,2305
铜陵港,铜,2020,4,1834
铜陵港,铜,2020,5,1825
铜陵港,铜,2020,6,1914
铜陵港,铜,2020,7,478
铜陵港,铜,2020,8,2760
铜陵港,铜,2020,9,1174
铜陵港,铜,2020,10,1401
铜陵港,铜,2020,11,1574
铜陵港,铜,2020,12,1970
铜陵港,铜,2021,1,2750
铜陵港,铜,2021,2,2505
铜陵港,铜,2021,3,1411
铜陵港,铜,2021,4,4510
铜陵港,铜,2021,5,719
铜陵港,铜,2021,6,1879
铜陵港,铜,2021,7,1164
铜陵港,铜,2021,8,1049
铜陵港,铜,2021,9,1667
铜陵港,铜,2021,10,725
铜陵港,铜,2021,11,2648
铜陵港,铜,2021,12,1842
铜陵港,铜,2022,1,1050
铜陵港,铜,2022,2,1692
铜陵港,铜,2022,3,3485
铜陵港,铜,2022,4,344
铜陵港,铜,2022,5,2469
铜陵港,铜,2022,6,1988
铜陵港,铜,2022,7,1182
铜陵港,铜,2022,8,1664
铜陵港,铜,2022,9,3441
铜陵港,铜,2022,10,3647
铜陵港,铜,2022,11,2570
铜陵港,铜,2022,12,2422
铜陵港,黑麦,2020,1,2479
铜陵港,黑麦,2020,2,1055
铜陵港,黑麦,2020,3,3651
铜陵港,黑麦,2020,4,1963
铜陵港,黑麦,2020,5,2178
铜陵港,黑麦,2020,6,2323
铜陵港,黑麦,2020,7,4003
铜陵港,黑麦,2020,8,1422
铜陵港,黑麦,2020,9,3022
铜陵港,黑麦,2020,10,692
铜陵港,黑麦,2020,11,1621
铜陵港,黑麦,2020,12,1506
铜陵港,黑麦,2021,1,2360
铜陵港,黑麦,2021,2,1005
铜陵港,黑麦,2021,3,671
铜陵港,黑麦,2021,4,1720
铜陵港,黑麦,2021,5,1246
铜陵港,黑麦,2021,6,1026
铜陵港,黑麦,2021,7,1693
铜陵港,黑麦,2021,8,1588
铜陵港,黑麦,2021,9,1656
铜陵港,黑麦,2021,10,2003
铜陵港,黑麦,2021,11,1939
铜陵港,黑麦,2021,12,2466
铜陵港,黑麦,2022,1,774
铜陵港,黑麦,2022,2,1426
铜陵港,黑麦,2022,3,2196
铜陵港,黑麦,2022,4,1864
铜陵港,黑麦,2022,5,1752
铜陵港,黑麦,2022,6,2947
铜陵港,黑麦,2022,7,2429
铜陵港,黑麦,2022,8,2613
铜陵港,黑麦,2022,9,981
铜陵港,黑麦,2022,10,372
铜陵港,黑麦,2022,11,1636
铜陵港,黑麦,2022,12,2270
镇江港,三钙,2019,12,286
镇江港,三钙,2020,1,588
镇江港,三钙,2020,2,2406
镇江港,三钙,2020,3,601
镇江港,三钙,2020,4,2439
镇江港,三钙,2020,5,2248
镇江港,三钙,2020,6,2516
镇江港,三钙,2020,7,1538
镇江港,三钙,2020,8,648
镇江港,三钙,2020,9,2903
镇江港,三钙,2020,10,594
镇江港,三钙,2020,11,1087
镇江港,三钙,2020,12,827
镇江港,三钙,2021,1,1243
镇江港,三钙,2021,2,1634
镇江港,三钙,2021,3,1369
镇江港,三钙,2021,4,2035
镇江港,三钙,2021,5,1762
镇江港,三钙,2021,6,1927
镇江港,三钙,2021,7,1435
镇江港,三钙,2021,8,2347
镇江港,三钙,2021,9,2201
镇江港,三钙,2021,10,1442
镇江港,三钙,2021,11,2193
镇江港,三钙,2021,12,2457
镇江港,三钙,2022,1,4029
镇江港,三钙,2022,2,2830
镇江港,三钙,2022,3,1606
镇江港,三钙,2022,4,2954
镇江港,三钙,2022,5,552
镇江港,三钙,2022,6,1784
镇江港,三钙,2022,7,2379
镇江港,三钙,2022,8,2524
镇江港,三钙,2022,9,1787
镇江港,三钙,2022,10,1623
镇江港,三钙,2022,11,1602
镇江港,三钙,2022,12,2593
镇江港,单氟磷酸钠,2020,1,1164
镇江港,单氟磷酸钠,2020,2,2232
镇江港,单氟磷酸钠,2020,3,2188
镇江港,单氟磷酸钠,2020,4,1948
镇江港,单氟磷酸钠,2020,5,1962
镇江港,单氟磷酸钠,2020,6,2661
镇江港,单氟磷酸钠,2020,7,1035
镇江港,单氟磷酸钠,2020,8,1414
镇江港,单氟磷酸钠,2020,9,2656
镇江港,单氟磷酸钠,2020,10,1684
镇江港,单氟磷酸钠,2020,11,1306
镇江港,单氟磷酸钠,2020,12,4107
镇江港,单氟磷酸钠,2021,1,2000
镇江港,单氟磷酸钠,2021,2,2810
镇江港,单氟磷酸钠,2021,3,2330
镇江港,单氟磷酸钠,2021,4,1230
镇江港,单氟磷酸钠,2021,5,2148
镇江港,单氟磷酸钠,2021,6,3566
镇江港,单氟磷酸钠,2021,7,6134
镇江港,单氟磷酸钠,2021,8,1714
镇江港,单氟磷酸钠,2021,9,2062
镇江港,单氟磷酸钠,2021,10,2308
镇江港,单氟磷酸钠,2021,11,2001
镇江港,单氟磷酸钠,2021,12,1619
镇江港,单氟磷酸钠,2022,1,2021
镇江港,单氟磷酸钠,2022,2,2311
镇江港,单氟磷酸钠,2022,3,1701
镇江港,单氟磷酸钠,2022,4,3957
镇江港,单氟磷酸钠,2022,5,589
镇江港,单氟磷酸钠,2022,6,4105
镇江港,单氟磷酸钠,2022,7,3267
镇江港,单氟磷酸钠,2022,8,1629
镇江港,单氟磷酸钠,2022,9,2514
镇江港,单氟磷酸钠,2022,10,1481
镇江港,单氟磷酸钠,2022,11,1169
镇江港,单氟磷酸钠,2022,12,748
镇江港,原油,2020,1,2638
镇江港,原油,2020,2,2427
镇江港,原油,2020,3,1993
镇江港,原油,2020,4,890
镇江港,原油,2020,5,2043
镇江港,原油,2020,6,3340
镇江港,原油,2020,7,2008
镇江港,原油,2020,8,2133
镇江港,原油,2020,9,2767
镇江港,原油,2020,10,1709
镇江港,原油,2020,11,3205
镇江港,原油,2020,12,1201
镇江港,原油,2021,1,4353
镇江港,原油,2021,2,2242
镇江港,原油,2021,3,1718
镇江港,原油,2021,4,1616
镇江港,原油,2021,5,1686
镇江港,原油,2021,6,1409
镇江港,原油,2021,7,1805
镇江港,原油,2021,8,2106
镇江港,原油,2021,9,1841
镇江港,原油,2021,10,2418
镇江港,原油,2021,11,3477
镇江港,原油,2021,12,3293
镇江港,原油,2022,1,2939
镇江港,原油,2022,2,2663
镇江港,原油,2022,3,2559
镇江港,原油,2022,4,2499
镇江港,原油,2022,5,2110
镇江港,原油,2022,6,4162
镇江港,原油,2022,7,2265
镇江港,原油,2022,8,3637
镇江港,原油,2022,9,1864
镇江港,原油,2022,10,2690
镇江港,原油,2022,11,2019
镇江港,原油,2022,12,4111
镇江港,原煤,2019,12,448
镇江港,原煤,2020,1,2419
镇江港,原煤,2020,2,2123
镇江港,原煤,2020,3,2043
镇江港,原煤,2020,4,2487
镇江港,原煤,2020,5,3320
镇江港,原煤,2020,6,1800
镇江港,原煤,2020,7,2218
镇江港,原煤,2020,8,2151
镇江港,原煤,2020,9,2475
镇江港,原煤,2020,10,2390
镇江港,原煤,2020,11,3287
镇江港,原煤,2020,12,4176
镇江港,原煤,2021,1,2386
镇江港,原煤,2021,2,2044
镇江港,原煤,2021,3,3296
镇江港,原煤,2021,4,2537
镇江港,原煤,2021,5,1858
镇江港,原煤,2021,6,899
镇江港,原煤,2021,7,1177
镇江港,原煤,2021,8,1844
镇江港,原煤,2021,9,2605
镇江港,原煤,2021,10,2300
镇江港,原煤,2021,11,1816
镇江港,原煤,2021,12,1420
镇江港,原煤,2022,1,1217
镇江港,原煤,2022,2,3906
镇江港,原煤,2022,3,1060
镇江港,原煤,2022,4,3267
镇江港,原煤,2022,5,2400
镇江港,原煤,2022,6,2166
镇江港,原煤,2022,7,1955
镇江港,原煤,2022,8,1477
镇江港,原煤,2022,9,1599
镇江港,原煤,2022,10,1570
镇江港,原煤,2022,11,1959
镇江港,原煤,2022,12,2022
镇江港,大豆,2020,1,1805
镇江港,大豆,2020,2,2052
镇江港,大豆,2020,3,2795
镇江港,大豆,2020,4,888
镇江港,大豆,2020,5,2045
镇江港,大豆,2020,6,1302
镇江港,大豆,2020,7,2193
镇江港,大豆,2020,8,2413
镇江港,大豆,2020,9,2488
镇江港,大豆,2020,10,2471
镇江港,大豆,2020,11,1207
镇江港,大豆,2020,12,2315
镇江港,大豆,2021,1,3560
镇江港,大豆,2021,2,1789
镇江港,大豆,2021,3,2802
镇江港,大豆,2021,4,3192
镇江港,大豆,2021,5,2271
镇江港,大豆,2021,6,2248
镇江港,大豆,2021,7,1015
镇江港,大豆,2021,8,1742
镇江港,大豆,2021,9,981
镇江港,大豆,2021,10,2767
镇江港,大豆,2021,11,1522
镇江港,大豆,2021,12,1474
镇江港,大豆,2022,1,3544
镇江港,大豆,2022,2,2600
镇江港,大豆,2022,3,2545
镇江港,大豆,2022,4,2681
镇江港,大豆,2022,5,1954
镇江港,大豆,2022,6,1792
镇江港,大豆,2022,7,1863
镇江港,大豆,2022,8,2181
镇江港,大豆,2022,9,2544
镇江港,大豆,2022,10,793
镇江港,大豆,2022,11,2722
镇江港,大豆,2022,12,2287
镇江港,大豆油,2020,1,2488
镇江港,大豆油,2020,2,2456
镇江港,大豆油,2020,3,2541
镇江港,大豆油,2020,4,1657
镇江港,大豆油,2020,5,2583
镇江港,大豆油,2020,6,1499
镇江港,大豆油,2020,7,1681
镇江港,大豆油,2020,8,3281
镇江港,大豆油,2020,9,4248
镇江港,大豆油,2020,10,1236
镇江港,大豆油,2020,11,1228
镇江港,大豆油,2020,12,2496
镇江港,大豆油,2021,1,2727
镇江港,大豆油,2021,2,1813
镇江港,大豆油,2021,3,2044
镇江港,大豆油,2021,4,3063
镇江港,大豆油,2021,5,2296
镇江港,大豆油,2021,6,948
镇江港,大豆油,2021,7,1722
镇江港,大豆油,2021,8,2110
镇江港,大豆油,2021,9,1847
镇江港,大豆油,2021,10,2174
镇江港,大豆油,2021,11,2536
镇江港,大豆油,2021,12,259
镇江港,大豆油,2022,1,3342
镇江港,大豆油,2022,2,2847
镇江港,大豆油,2022,3,3276
镇江港,大豆油,2022,4,1839
镇江港,大豆油,2022,5,1782
镇江港,大豆油,2022,6,2017
镇江港,大豆油,2022,7,1951
镇江港,大豆油,2022,8,3795
镇江港,大豆油,2022,9,2252
镇江港,大豆油,2022,10,2133
镇江港,大豆油,2022,11,2514
镇江港,大豆油,2022,12,573
镇江港,大豆粉,2020,1,1539
镇江港,大豆粉,2020,2,1850
镇江港,大豆粉,2020,3,1706
镇江港,大豆粉,2020,4,2397
镇江港,大豆粉,2020,5,2745
镇江港,大豆粉,2020,6,2853
镇江港,大豆粉,2020,7,1011
镇江港,大豆粉,2020,8,987
镇江港,大豆粉,2020,9,1367
镇江港,大豆粉,2020,10,3071
镇江港,大豆粉,2020,11,3301
镇江港,大豆粉,2020,12,2669
镇江港,大豆粉,2021,1,2434
镇江港,大豆粉,2021,2,4059
镇江港,大豆粉,2021,3,2291
镇江港,大豆粉,2021,4,3385
镇江港,大豆粉,2021,5,1929
镇江港,大豆粉,2021,6,2883
镇江港,大豆粉,2021,7,3134
镇江港,大豆粉,2021,8,1310
镇江港,大豆粉,2021,9,2443
镇江港,大豆粉,2021,10,3370
镇江港,大豆粉,2021,11,1975
镇江港,大豆粉,2021,12,1835
镇江港,大豆粉,2022,1,2470
镇江港,大豆粉,2022,2,2060
镇江港,大豆粉,2022,3,1540
镇江港,大豆粉,2022,4,1118
镇江港,大豆粉,2022,5,4108
镇江港,大豆粉,2022,6,1986
镇江港,大豆粉,2022,7,2347
镇江港,大豆粉,2022,8,1172
镇江港,大豆粉,2022,9,3061
镇江港,大豆粉,2022,10,2209
镇江港,大豆粉,2022,11,2370
镇江港,大豆粉,2022,12,3688
镇江港,大麦,2020,1,893
镇江港,大麦,2020,2,2998
镇江港,大麦,2020,3,2626
镇江港,大麦,2020,4,3660
镇江港,大麦,2020,5,1495
镇江港,大麦,2020,6,2435
镇江港,大麦,2020,7,2680
镇江港,大麦,2020,8,2210
镇江港,大麦,2020,9,1990
镇江港,大麦,2020,10,1513
镇江港,大麦,2020,11,982
镇江港,大麦,2020,12,2438
镇江港,大麦,2021,1,2163
镇江港,大麦,2021,2,1809
镇江港,大麦,2021,3,2748
镇江港,大麦,2021,4,1125
镇江港,大麦,2021,5,948
镇江港,大麦,2021,6,1367
镇江港,大麦,2021,7,1471
镇江港,大麦,2021,8,1123
镇江港,大麦,2021,9,2145
镇江港,大麦,2021,10,1717
镇江港,大麦,2021,11,3099
镇江港,大麦,2021,12,2841
镇江港,大麦,2022,1,2499
镇江港,大麦,2022,2,759
镇江港,大麦,2022,3,2610
镇江港,大麦,2022,4,709
镇江港,大麦,2022,5,365
镇江港,大麦,2022,6,1775
镇江港,大麦,2022,7,336
镇江港,大麦,2022,8,1407
镇江港,大麦,2022,9,1714
镇江港,大麦,2022,10,2242
镇江港,大麦,2022,11,2110
镇江港,大麦,2022,12,3436
镇江港,天然橡胶,2020,1,488
镇江港,天然橡胶,2020,2,2254
镇江港,天然橡胶,2020,3,3852
镇江港,天然橡胶,2020,4,931
镇江港,天然橡胶,2020,5,1978
镇江港,天然橡胶,2020,6,1308
镇江港,天然橡胶,2020,7,2943
镇江港,天然橡胶,2020,8,2698
镇江港,天然橡胶,2020,9,2399
镇江港,天然橡胶,2020,10,1585
镇江港,天然橡胶,2020,11,1555
镇江港,天然橡胶,2020,12,3721
镇江港,天然橡胶,2021,1,3251
镇江港,天然橡胶,2021,2,1947
镇江港,天然橡胶,2021,3,1226
镇江港,天然橡胶,2021,4,1963
镇江港,天然橡胶,2021,5,2416
镇江港,天然橡胶,2021,6,2532
镇江港,天然橡胶,2021,7,1969
镇江港,天然橡胶,2021,8,1127
镇江港,天然橡胶,2021,9,2841
镇江港,天然橡胶,2021,10,2792
镇江港,天然橡胶,2021,11,3132
镇江港,天然橡胶,2021,12,2247
镇江港,天然橡胶,2022,1,1878
镇江港,天然橡胶,2022,2,1730
镇江港,天然橡胶,2022,3,3001
镇江港,天然橡胶,2022,4,4218
镇江港,天然橡胶,2022,5,1895
镇江港,天然橡胶,2022,6,2990
镇江港,天然橡胶,2022,7,697
镇江港,天然橡胶,2022,8,3244
镇江港,天然橡胶,2022,9,2410
镇江港,天然橡胶,2022,10,2594
镇江港,天然橡胶,2022,11,608
镇江港,天然橡胶,2022,12,2451
镇江港,小牛,2020,1,1024
镇江港,小牛,2020,2,1697
镇江港,小牛,2020,3,2875
镇江港,小牛,2020,4,2738
镇江港,小牛,2020,5,2031
镇江港,小牛,2020,6,1023
镇江港,小牛,2020,7,2135
镇江港,小牛,2020,8,2869
镇江港,小牛,2020,9,1568
镇江港,小牛,2020,10,2398
镇江港,小牛,2020,11,3199
镇江港,小牛,2020,12,3961
镇江港,小牛,2021,1,2314
镇江港,小牛,2021,2,3103
镇江港,小牛,2021,3,1429
镇江港,小牛,2021,4,1649
镇江港,小牛,2021,5,1261
镇江港,小牛,2021,6,3688
镇江港,小牛,2021,7,1364
镇江港,小牛,2021,8,2227
镇江港,小牛,2021,9,1320
镇江港,小牛,2021,10,2176
镇江港,小牛,2021,11,2324
镇江港,小牛,2021,12,1936
镇江港,小牛,2022,1,3641
镇江港,小牛,2022,2,2706
镇江港,小牛,2022,3,1889
镇江港,小牛,2022,4,2364
镇江港,小牛,2022,5,2296
镇江港,小牛,2022,6,3924
镇江港,小牛,2022,7,2851
镇江港,小牛,2022,8,2280
镇江港,小牛,2022,9,2624
镇江港,小牛,2022,10,1361
镇江港,小牛,2022,11,3167
镇江港,小牛,2022,12,2891
镇江港,小麦,2020,1,3291
镇江港,小麦,2020,2,1523
镇江港,小麦,2020,3,1197
镇江港,小麦,2020,4,2095
镇江港,小麦,2020,5,1478
镇江港,小麦,2020,6,2015
镇江港,小麦,2020,7,4192
镇江港,小麦,2020,8,1738
镇江港,小麦,2020,9,1335
镇江港,小麦,2020,10,2788
镇江港,小麦,2020,11,2656
镇江港,小麦,2020,12,488
镇江港,小麦,2021,1,3056
镇江港,小麦,2021,2,898
镇江港,小麦,2021,3,2063
镇江港,小麦,2021,4,828
镇江港,小麦,2021,5,1867
镇江港,小麦,2021,6,1426
镇江港,小麦,2021,7,1219
镇江港,小麦,2021,8,2166
镇江港,小麦,2021,9,974
镇江港,小麦,2021,10,1843
镇江港,小麦,2021,11,2003
镇江港,小麦,2021,12,2717
镇江港,小麦,2022,1,2986
镇江港,小麦,2022,2,3432
镇江港,小麦,2022,3,3170
镇江港,小麦,2022,4,2733
镇江港,小麦,2022,5,1539
镇江港,小麦,2022,6,2812
镇江港,小麦,2022,7,3936
镇江港,小麦,2022,8,1773
镇江港,小麦,2022,9,2976
镇江港,小麦,2022,10,3590
镇江港,小麦,2022,11,3111
镇江港,小麦,2022,12,1641
镇江港,木材,2020,1,2723
镇江港,木材,2020,2,1105
镇江港,木材,2020,3,1802
镇江港,木材,2020,4,2183
镇江港,木材,2020,5,1425
镇江港,木材,2020,6,1204
镇江港,木材,2020,7,877
镇江港,木材,2020,8,727
镇江港,木材,2020,9,1162
镇江港,木材,2020,10,3458
镇江港,木材,2020,11,3338
镇江港,木材,2020,12,3061
镇江港,木材,2021,1,1347
镇江港,木材,2021,2,2551
镇江港,木材,2021,3,4640
镇江港,木材,2021,4,2833
镇江港,木材,2021,5,2038
镇江港,木材,2021,6,1729
镇江港,木材,2021,7,2019
镇江港,木材,2021,8,583
镇江港,木材,2021,9,1321
镇江港,木材,2021,10,1675
镇江港,木材,2021,11,1763
镇江港,木材,2021,12,3115
镇江港,木材,2022,1,2901
镇江港,木材,2022,2,3921
镇江港,木材,2022,3,4597
镇江港,木材,2022,4,1669
镇江港,木材,2022,5,4558
镇江港,木材,2022,6,2102
镇江港,木材,2022,7,1585
镇江港,木材,2022,8,2349
镇江港,木材,2022,9,3754
镇江港,木材,2022,10,1804
镇江港,木材,2022,11,2660
镇江港,木材,2022,12,3196
镇江港,水泥,2020,1,977
镇江港,水泥,2020,2,2449
镇江港,水泥,2020,3,2204
镇江港,水泥,2020,4,3455
镇江港,水泥,2020,5,2297
镇江港,水泥,2020,6,1963
镇江港,水泥,2020,7,4401
镇江港,水泥,2020,8,2306
镇江港,水泥,2020,9,2008
镇江港,水泥,2020,10,2523
镇江港,水泥,2020,11,1342
镇江港,水泥,2020,12,4131
镇江港,水泥,2021,1,2121
镇江港,水泥,2021,2,2013
镇江港,水泥,2021,3,1138
镇江港,水泥,2021,4,3603
镇江港,水泥,2021,5,2518
镇江港,水泥,2021,6,642
镇江港,水泥,2021,7,1396
镇江港,水泥,2021,8,1022
镇江港,水泥,2021,9,1631
镇江港,水泥,2021,10,2986
镇江港,水泥,2021,11,2181
镇江港,水泥,2021,12,3712
镇江港,水泥,2022,1,1755
镇江港,水泥,2022,2,1959
镇江港,水泥,2022,3,1719
镇江港,水泥,2022,4,2239
镇江港,水泥,2022,5,1852
镇江港,水泥,2022,6,3842
镇江港,水泥,2022,7,2235
镇江港,水泥,2022,8,2169
镇江港,水泥,2022,9,2892
镇江港,水泥,2022,10,3086
镇江港,水泥,2022,11,1776
镇江港,水泥,2022,12,3097
镇江港,活牛,2020,1,2665
镇江港,活牛,2020,2,838
镇江港,活牛,2020,3,1852
镇江港,活牛,2020,4,1579
镇江港,活牛,2020,5,2295
镇江港,活牛,2020,6,1519
镇江港,活牛,2020,7,721
镇江港,活牛,2020,8,2360
镇江港,活牛,2020,9,1674
镇江港,活牛,2020,10,1086
镇江港,活牛,2020,11,1224
镇江港,活牛,2020,12,2861
镇江港,活牛,2021,1,597
镇江港,活牛,2021,2,1925
镇江港,活牛,2021,3,2993
镇江港,活牛,2021,4,2038
镇江港,活牛,2021,5,1720
镇江港,活牛,2021,6,1077
镇江港,活牛,2021,7,932
镇江港,活牛,2021,8,1410
镇江港,活牛,2021,9,808
镇江港,活牛,2021,10,1580
镇江港,活牛,2021,11,2585
镇江港,活牛,2021,12,1692
镇江港,活牛,2022,1,3504
镇江港,活牛,2022,2,3152
镇江港,活牛,2022,3,2477
镇江港,活牛,2022,4,771
镇江港,活牛,2022,5,1612
镇江港,活牛,2022,6,1349
镇江港,活牛,2022,7,2866
镇江港,活牛,2022,8,2502
镇江港,活牛,2022,9,2522
镇江港,活牛,2022,10,1982
镇江港,活牛,2022,11,2995
镇江港,活牛,2022,12,4143
镇江港,活猪,2020,1,3349
镇江港,活猪,2020,2,2224
镇江港,活猪,2020,3,1987
镇江港,活猪,2020,4,1342
镇江港,活猪,2020,5,3090
镇江港,活猪,2020,6,2327
镇江港,活猪,2020,7,1227
镇江港,活猪,2020,8,2760
镇江港,活猪,2020,9,2812
镇江港,活猪,2020,10,5216
镇江港,活猪,2020,11,1797
镇江港,活猪,2020,12,1551
镇江港,活猪,2021,1,1735
镇江港,活猪,2021,2,683
镇江港,活猪,2021,3,1127
镇江港,活猪,2021,4,1294
镇江港,活猪,2021,5,1733
镇江港,活猪,2021,6,2026
镇江港,活猪,2021,7,2069
镇江港,活猪,2021,8,1821
镇江港,活猪,2021,9,3039
镇江港,活猪,2021,10,1068
镇江港,活猪,2021,11,2201
镇江港,活猪,2021,12,3278
镇江港,活猪,2022,1,2960
镇江港,活猪,2022,2,1895
镇江港,活猪,2022,3,1641
